RASHUT,ID,SES,PERIPH,JEWISH,YEAR,DIST_FROM_TLV,JEWS_PERCENT,Teachers-skills,immigrant,Special-Education,Matriculation-eligibility,Excellent-matriculation-eligibility,Math,Class-size,Teacher-student-ratio,ALLOCATION_LOG
כפר יאסיף,123,5,4,0,2018,105.4,0.0,36.0,0.0,3.0,73.0,17.0,16.0,29.0,12.0,6.90875477931522
כפר יאסיף,123,4,4,0,2019,105.4,0.0,42.0,0.0,3.0,73.0,6.0,14.0,28.0,12.0,6.473890696352274
כפר יאסיף,123,4,4,0,2020,105.4,0.0,46.0,0.0,3.0,82.0,20.0,12.0,27.0,12.0,6.626717749249025
כפר יונה,124,7,7,1,2014,22.4,97.7,32.0,2.0,5.0,72.0,9.0,18.0,32.0,13.0,7.995306620290822
כפר יונה,124,7,7,1,2015,22.4,97.6,31.0,1.0,4.0,78.0,7.0,16.0,31.0,13.0,7.847762537473608
כפר יונה,124,7,6,1,2016,22.5,97.4,34.0,1.0,5.0,80.0,3.0,9.0,30.0,14.0,7.936302693201959
כפר יונה,124,7,6,1,2017,22.5,97.4,38.0,1.0,5.0,84.0,10.0,19.0,30.0,13.0,7.983098940710892
כפר יונה,124,7,6,1,2018,22.5,97.4,38.0,1.0,6.0,84.0,7.0,23.0,28.0,12.0,8.023879992734878
כפר יונה,124,7,6,1,2019,22.5,97.2,43.0,1.0,7.0,91.0,11.0,28.0,29.0,12.0,8.027476530860483
כפר יונה,124,7,6,1,2020,22.5,97.0,44.0,1.0,8.0,89.0,7.0,21.0,28.0,12.0,7.888709524182015
כפר כמא,125,4,4,0,2014,95.4,0.0,27.0,0.0,8.0,,,,23.0,8.0,7.647308832356238
כפר כמא,125,5,4,0,2015,95.4,0.0,23.0,0.0,9.0,,,,24.0,9.0,7.826842098158293
כפר כמא,125,5,3,0,2016,94.0,0.0,35.0,0.0,3.0,,,,25.0,9.0,7.731053144007127
כפר כמא,125,5,3,0,2017,94.0,0.0,41.0,0.0,3.0,,,,24.0,9.0,7.685703061234547
כפר כמא,125,5,3,0,2018,94.0,0.0,53.0,0.0,4.0,,,,24.0,9.0,7.691200097522863
כפר כמא,125,6,3,0,2019,94.0,0.0,62.0,0.0,3.0,,,,24.0,9.0,7.815207062189088
כפר כמא,125,6,3,0,2020,94.0,0.0,58.0,0.0,3.0,,,,25.0,9.0,7.641564441260972
כפר כנא,126,2,5,0,2014,93.3,0.0,20.0,0.0,4.0,65.0,2.0,5.0,28.0,12.0,4.343805421853684
כפר כנא,126,2,5,0,2015,93.3,0.0,21.0,0.0,4.0,70.0,4.0,6.0,28.0,12.0,1.6094379124341003
כפר כנא,126,2,4,0,2016,92.1,0.0,24.0,0.0,6.0,64.0,5.0,7.0,27.0,11.0,6.16541785423142
כפר כנא,126,2,4,0,2017,92.1,0.0,28.0,0.0,4.0,60.0,7.0,10.0,27.0,11.0,6.664409020350408
כפר כנא,126,2,4,0,2018,92.1,0.0,30.0,0.0,4.0,57.0,6.0,10.0,27.0,11.0,6.608000625296087
כפר כנא,126,2,4,0,2019,92.1,0.0,36.0,0.0,4.0,67.0,8.0,11.0,26.0,11.0,7.158513997329321
כפר כנא,126,2,4,0,2020,92.1,0.0,43.0,0.0,4.0,71.0,8.0,9.0,26.0,10.0,6.733401891837359
כפר מנדא,127,2,4,0,2014,91.4,0.0,25.0,0.0,4.0,65.0,5.0,4.0,27.0,12.0,6.289715570908998
כפר מנדא,127,2,4,0,2015,91.4,0.0,26.0,0.0,4.0,62.0,4.0,5.0,26.0,11.0,6.786716950605081
כפר מנדא,127,2,4,0,2016,91.7,0.0,28.0,0.0,3.0,71.0,6.0,7.0,26.0,11.0,6.902742737158593
כפר מנדא,127,2,4,0,2017,91.7,0.0,29.0,0.0,4.0,78.0,3.0,9.0,26.0,11.0,7.401231264413015
כפר מנדא,127,2,4,0,2018,91.7,0.0,32.0,0.0,4.0,81.0,6.0,9.0,25.0,10.0,7.358830898342354
כפר מנדא,127,2,4,0,2019,91.7,0.0,35.0,0.0,3.0,85.0,6.0,10.0,26.0,10.0,6.796823718274855
כפר מנדא,127,2,4,0,2020,91.7,0.0,39.0,0.0,3.0,87.0,9.0,8.0,25.0,10.0,6.222576268071369
כפר סבא,128,8,8,1,2014,6.8,96.4,40.0,2.0,5.0,84.0,11.0,15.0,31.0,11.0,8.242493153187626
כפר סבא,128,8,8,1,2015,6.8,96.4,41.0,2.0,5.0,83.0,12.0,18.0,31.0,11.0,8.316300249036848
כפר סבא,128,8,8,1,2016,6.8,96.3,43.0,2.0,5.0,84.0,10.0,18.0,30.0,11.0,8.390041405755754
כפר סבא,128,8,8,1,2017,6.8,96.2,45.0,2.0,6.0,82.0,12.0,23.0,30.0,11.0,8.475537516147405
כפר סבא,128,8,8,1,2018,6.8,96.1,45.0,2.0,6.0,86.0,13.0,26.0,29.0,11.0,8.510772623613315
כפר סבא,128,8,8,1,2019,6.8,96.0,46.0,3.0,6.0,86.0,15.0,25.0,28.0,11.0,8.53856321715243
כפר סבא,128,8,8,1,2020,6.8,96.2,48.0,3.0,6.0,93.0,19.0,31.0,28.0,11.0,8.481566013773087
כפר קאסם,129,3,7,0,2014,11.3,0.0,26.0,0.0,4.0,49.0,4.0,5.0,27.0,11.0,7.00850518208228
כפר קאסם,129,3,7,0,2015,11.3,0.0,29.0,0.0,5.0,49.0,4.0,6.0,26.0,11.0,7.198183577101943
כפר קאסם,129,3,7,0,2016,11.3,0.0,32.0,0.0,5.0,64.0,7.0,9.0,27.0,11.0,7.382124365737512
כפר קאסם,129,3,7,0,2017,11.3,0.0,36.0,0.0,6.0,76.0,7.0,14.0,26.0,11.0,7.258412150595307
כפר קאסם,129,3,7,0,2018,11.3,0.0,38.0,0.0,6.0,79.0,13.0,20.0,26.0,11.0,7.554858521040676
כפר קאסם,129,3,7,0,2019,11.3,0.0,42.0,0.0,7.0,74.0,14.0,18.0,26.0,11.0,7.48605261786314
כפר קאסם,129,3,7,0,2020,11.3,0.0,45.0,0.0,7.0,79.0,15.0,19.0,27.0,10.0,7.359467638255621
כפר קרע,130,4,6,0,2014,50.4,0.0,28.0,0.0,3.0,49.0,5.0,3.0,28.0,13.0,6.0014148779611505
כפר קרע,130,4,6,0,2015,50.4,0.0,30.0,0.0,5.0,55.0,7.0,4.0,28.0,12.0,6.342121418721152
כפר קרע,130,4,5,0,2016,49.3,0.0,32.0,0.0,4.0,65.0,7.0,6.0,28.0,12.0,6.858565034791365
כפר קרע,130,4,5,0,2017,49.3,0.0,34.0,0.0,5.0,64.0,8.0,8.0,28.0,11.0,6.46302945692067
כפר קרע,130,4,5,0,2018,49.3,0.0,37.0,0.0,6.0,65.0,10.0,7.0,27.0,11.0,6.230481447578482
כפר קרע,130,4,5,0,2019,49.3,0.0,39.0,0.0,6.0,60.0,10.0,10.0,28.0,11.0,6.661854740545311
כפר קרע,130,4,5,0,2020,49.3,0.0,42.0,0.0,7.0,70.0,15.0,11.0,28.0,10.0,6.073044534100405
כפר שמריהו,131,10,8,1,2014,0.0,96.5,37.0,7.0,2.0,,,,30.0,12.0,8.89918494333876
כפר שמריהו,131,10,8,1,2015,0.0,96.7,40.0,6.0,2.0,,,,29.0,14.0,8.871365005136852
כפר שמריהו,131,10,7,1,2016,0.0,96.8,42.0,6.0,2.0,,,,31.0,14.0,8.704170559746386
כפר שמריהו,131,10,7,1,2017,0.0,96.6,48.0,6.0,3.0,,,,30.0,13.0,8.860641041773876
כפר שמריהו,131,10,7,1,2018,0.0,96.1,39.0,5.0,2.0,,,,29.0,11.0,8.875007486048396
כפר שמריהו,131,10,7,1,2019,0.0,96.1,42.0,5.0,2.0,,,,29.0,13.0,8.989194823324645
כפר שמריהו,131,10,7,1,2020,0.0,96.4,48.0,4.0,3.0,,,,27.0,14.0,9.025936648977904
כפר תבור,132,8,4,1,2014,90.8,98.1,25.0,1.0,1.0,,,,31.0,13.0,8.260234291607297
כפר תבור,132,8,4,1,2015,90.8,97.9,23.0,0.0,1.0,,,,32.0,12.0,8.615408238913192
כפר תבור,132,8,4,1,2016,90.0,97.6,27.0,0.0,2.0,,,,31.0,13.0,8.532278828834277
כפר תבור,132,8,4,1,2017,90.0,97.3,35.0,0.0,2.0,,,,29.0,12.0,8.664923303440572
כפר תבור,132,8,4,1,2018,90.0,97.5,35.0,1.0,2.0,,,,29.0,12.0,8.74528448245438
כפר תבור,132,9,4,1,2019,90.0,97.1,38.0,1.0,2.0,,,,27.0,11.0,8.610319169405722
כפר תבור,132,9,4,1,2020,90.0,97.7,35.0,2.0,5.0,,,,27.0,11.0,8.449770515098804
כרמיאל,133,5,4,1,2014,113.2,83.5,37.0,5.0,7.0,70.0,6.0,9.0,27.0,10.0,8.051659556841953
כרמיאל,133,6,4,1,2015,113.2,82.8,38.0,5.0,7.0,74.0,5.0,10.0,28.0,10.0,7.992944547318106
כרמיאל,133,6,4,1,2016,111.6,82.5,40.0,5.0,7.0,80.0,10.0,18.0,28.0,10.0,8.042056410058754
כרמיאל,133,6,4,1,2017,111.6,81.7,41.0,6.0,7.0,85.0,7.0,20.0,28.0,10.0,8.114623886420098
כרמיאל,133,6,4,1,2018,111.6,80.9,41.0,6.0,7.0,81.0,5.0,19.0,26.0,10.0,8.290794347381356
כרמיאל,133,6,4,1,2019,111.6,79.9,45.0,6.0,8.0,79.0,5.0,14.0,26.0,10.0,8.254008590564844
כרמיאל,133,6,4,1,2020,111.6,82.6,46.0,7.0,8.0,91.0,7.0,19.0,26.0,10.0,8.339739766019143
לב השרון,134,8,7,1,2014,12.5,99.1,36.0,1.0,4.0,92.0,7.0,18.0,31.0,12.0,8.049746290952191
לב השרון,134,8,7,1,2015,12.5,99.0,40.0,1.0,4.0,93.0,13.0,21.0,31.0,11.0,8.05356916913454
לב השרון,134,8,6,1,2016,,99.0,44.0,1.0,3.0,95.0,14.0,23.0,30.0,11.0,8.165079258805068
לב השרון,134,8,6,1,2017,,98.9,46.0,1.0,4.0,94.0,25.0,31.0,29.0,11.0,8.241703159729818
לב השרון,134,8,6,1,2018,,98.9,47.0,1.0,5.0,96.0,24.0,34.0,28.0,10.0,8.364973978438726
לב השרון,134,8,6,1,2019,,98.9,50.0,1.0,5.0,94.0,21.0,32.0,27.0,10.0,8.313116702819253
לב השרון,134,8,6,1,2020,,97.7,51.0,1.0,5.0,94.0,27.0,32.0,27.0,10.0,8.2482674474469
להבים,135,9,4,1,2014,79.1,96.2,28.0,0.0,2.0,,,,32.0,14.0,7.717796211013582
להבים,135,9,4,1,2015,79.1,95.9,29.0,1.0,2.0,,,,33.0,14.0,7.897668150726906
להבים,135,9,4,1,2016,77.9,96.0,33.0,1.0,1.0,,,,33.0,14.0,8.102283624480073
להבים,135,9,4,1,2017,77.9,95.5,30.0,1.0,2.0,,,,31.0,14.0,8.266164436612492
להבים,135,9,4,1,2018,77.9,95.2,38.0,1.0,1.0,,,,30.0,14.0,8.332789468417959
להבים,135,10,4,1,2019,77.9,95.2,45.0,0.0,3.0,,,,29.0,14.0,8.308938252595778
להבים,135,10,4,1,2020,77.9,97.9,44.0,1.0,3.0,,,,30.0,14.0,8.250097752572845
לוד,136,4,8,1,2014,12.0,63.2,30.0,1.0,6.0,52.0,8.0,10.0,27.0,10.0,6.921658184151129
לוד,136,4,8,1,2015,12.0,62.6,33.0,1.0,7.0,50.0,9.0,12.0,27.0,10.0,6.601230118728877
לוד,136,4,7,1,2016,12.5,62.2,37.0,1.0,7.0,57.0,11.0,12.0,27.0,11.0,6.891625897052253
לוד,136,3,7,1,2017,12.5,61.8,36.0,1.0,7.0,62.0,7.0,13.0,27.0,10.0,7.067319848653476
לוד,136,3,7,1,2018,12.5,61.4,38.0,1.0,8.0,65.0,10.0,15.0,26.0,10.0,7.257002707092073
לוד,136,4,7,1,2019,12.5,61.4,38.0,1.0,8.0,63.0,11.0,14.0,26.0,10.0,7.665753431861699
לוד,136,4,7,1,2020,12.5,88.9,39.0,2.0,8.0,70.0,12.0,14.0,26.0,10.0,7.5485559791698735
לכיש,137,5,5,1,2014,50.1,99.0,21.0,5.0,1.0,,,,27.0,11.0,8.482601746646619
לכיש,137,6,5,1,2015,50.1,99.0,22.0,2.0,1.0,,,,25.0,11.0,8.465478755729558
לכיש,137,6,4,1,2016,,99.1,30.0,0.0,1.0,,,,26.0,11.0,8.340217320947035
לכיש,137,6,4,1,2017,,99.0,25.0,1.0,1.0,,,,26.0,11.0,8.477204183199873
לכיש,137,6,4,1,2018,,99.0,24.0,3.0,1.0,,,,27.0,11.0,8.657650544111494
לכיש,137,7,4,1,2019,,98.8,29.0,3.0,1.0,,,,26.0,11.0,8.485702524324866
לכיש,137,7,4,1,2020,,99.0,34.0,2.0,1.0,,,,26.0,11.0,8.135346948906706
לקיה,138,1,4,0,2014,89.3,0.0,15.0,0.0,2.0,48.0,1.0,3.0,29.0,13.0,5.616771097666572
לקיה,138,1,4,0,2015,89.3,0.0,16.0,0.0,3.0,59.0,1.0,3.0,28.0,13.0,0.0
לקיה,138,1,3,0,2016,88.3,0.0,18.0,0.0,4.0,57.0,2.0,6.0,27.0,12.0,6.156978985585555
לקיה,138,1,3,0,2017,88.3,0.0,18.0,0.0,3.0,58.0,1.0,4.0,26.0,11.0,6.478509642208569
לקיה,138,1,3,0,2018,88.3,0.0,23.0,0.0,5.0,57.0,1.0,7.0,26.0,11.0,5.978885764901122
לקיה,138,1,3,0,2019,88.3,0.0,26.0,0.0,5.0,42.0,0.0,4.0,26.0,11.0,5.860786223465865
לקיה,138,1,3,0,2020,88.3,0.0,29.0,0.0,4.0,54.0,2.0,6.0,26.0,11.0,0.0
מבואות החרמון,139,6,3,1,2014,153.6,98.2,23.0,0.0,22.0,,,,24.0,6.0,9.18881025342582
מבואות החרמון,139,7,3,1,2015,153.6,98.1,25.0,0.0,20.0,0.0,0.0,0.0,25.0,6.0,9.185535253057212
מבואות החרמון,139,7,2,1,2016,,98.3,26.0,0.0,24.0,0.0,0.0,0.0,25.0,5.0,9.383621184117988
מבואות החרמון,139,7,2,1,2017,,98.2,28.0,0.0,24.0,,,,26.0,6.0,9.335385860950407
מבואות החרמון,139,7,2,1,2018,,98.0,29.0,0.0,19.0,0.0,0.0,0.0,25.0,5.0,9.560081331311986
מבואות החרמון,139,7,2,1,2019,,97.9,31.0,1.0,16.0,0.0,0.0,0.0,25.0,6.0,9.464517365870565
מבואות החרמון,139,7,2,1,2020,,97.9,32.0,2.0,16.0,0.0,0.0,0.0,25.0,6.0,9.108750516214549
מבשרת ציון,140,8,7,1,2014,46.2,96.1,44.0,2.0,5.0,88.0,11.0,15.0,28.0,10.0,8.058327306580958
מבשרת ציון,140,8,7,1,2015,115.7,96.6,46.0,1.0,5.0,86.0,11.0,15.0,28.0,10.0,8.125630988477065
מבשרת ציון,140,8,6,1,2016,44.5,96.4,49.0,1.0,5.0,90.0,11.0,18.0,27.0,10.0,8.261268150577648
מבשרת ציון,140,8,6,1,2017,44.5,96.6,51.0,2.0,5.0,94.0,12.0,22.0,27.0,10.0,8.37930948405285
מבשרת ציון,140,8,6,1,2018,44.5,96.5,50.0,1.0,5.0,87.0,14.0,22.0,26.0,10.0,8.42639282708974
מבשרת ציון,140,8,6,1,2019,44.5,96.4,46.0,1.0,6.0,90.0,12.0,24.0,25.0,12.0,8.440528106480752
מבשרת ציון,140,8,6,1,2020,44.5,96.7,48.0,1.0,6.0,92.0,15.0,25.0,25.0,11.0,8.143226750367445
מג'ד אל-כרום,141,2,4,0,2014,,0.0,22.0,0.0,10.0,64.0,2.0,6.0,29.0,11.0,5.993961427306569
מג'ד אל-כרום,141,2,4,0,2015,,0.0,24.0,0.0,10.0,59.0,3.0,5.0,29.0,11.0,6.492239835020471
מג'ד אל-כרום,141,2,4,0,2016,109.2,0.0,28.0,0.0,9.0,61.0,4.0,7.0,29.0,10.0,6.304448802421981
מג'ד אל-כרום,141,2,4,0,2017,109.2,0.0,30.0,0.0,9.0,66.0,6.0,5.0,29.0,11.0,6.755768921984255
מג'ד אל-כרום,141,2,4,0,2018,109.2,0.0,32.0,0.0,9.0,67.0,8.0,6.0,28.0,10.0,6.945051063725834
מג'ד אל-כרום,141,3,4,0,2019,109.2,0.0,34.0,0.0,9.0,59.0,3.0,8.0,28.0,10.0,7.01301578963963
מג'ד אל-כרום,141,3,4,0,2020,109.2,0.0,35.0,0.0,9.0,72.0,6.0,11.0,28.0,10.0,6.340359303727752
מג'דל שמס,142,2,2,0,2014,185.7,0.0,24.0,0.0,1.0,70.0,2.0,11.0,29.0,12.0,7.162397497355718
מג'דל שמס,142,3,2,0,2015,185.7,0.0,26.0,0.0,1.0,75.0,5.0,15.0,29.0,12.0,6.925595197110468
מג'דל שמס,142,3,2,0,2016,183.2,0.0,30.0,0.0,1.0,74.0,5.0,21.0,28.0,11.0,6.880384082186005
מג'דל שמס,142,3,2,0,2017,183.2,0.0,32.0,0.0,2.0,81.0,6.0,25.0,27.0,11.0,7.604396348796338
מג'דל שמס,142,3,2,0,2018,183.2,0.0,33.0,0.0,2.0,79.0,4.0,27.0,25.0,10.0,7.486613313139955
מג'דל שמס,142,3,2,0,2019,183.2,0.0,41.0,0.0,2.0,69.0,3.0,24.0,25.0,10.0,7.188412736496954
מג'דל שמס,142,3,2,0,2020,183.2,0.0,48.0,0.0,1.0,92.0,9.0,29.0,24.0,10.0,7.084226422097916
מגאר,143,2,4,0,2014,115.7,0.0,22.0,0.0,4.0,86.0,3.0,9.0,28.0,11.0,7.026426808699636
מגאר,143,2,4,0,2015,115.7,0.0,26.0,0.0,4.0,81.0,1.0,9.0,27.0,11.0,7.233455418621439
מגאר,143,2,3,0,2016,113.9,0.0,28.0,0.0,4.0,77.0,2.0,10.0,27.0,10.0,6.932447891572509
מגאר,143,2,3,0,2017,113.9,0.0,31.0,0.0,4.0,77.0,5.0,13.0,26.0,10.0,6.7580945044277305
מגאר,143,2,3,0,2018,113.9,0.0,38.0,0.0,5.0,80.0,5.0,18.0,26.0,10.0,6.894670039433482
מגאר,143,3,3,0,2019,113.9,0.0,41.0,0.0,5.0,79.0,2.0,13.0,26.0,10.0,7.270312886079025
מגאר,143,3,3,0,2020,113.9,0.0,46.0,0.0,4.0,86.0,5.0,14.0,25.0,10.0,6.068425588244111
מגדל,144,5,4,1,2014,120.0,94.3,,,,,,,,,9.39091039573133
מגדל,144,5,4,1,2015,120.0,95.1,,,,,,,,,9.790990521308983
מגדל,144,5,3,1,2016,118.8,95.2,,,,,,,,,9.744726260151186
מגדל,144,5,3,1,2017,118.8,95.0,,,,,,,,,9.70984212201073
מגדל,144,5,3,1,2018,118.8,94.5,,,,,,,,,9.834083882397248
מגדל,144,5,3,1,2019,118.8,95.0,,,,,,,,,9.862300908205878
מגדל,144,5,3,1,2020,118.8,97.2,,,,,,,,,9.551444720923957
מגדל העמק,145,5,5,1,2014,84.5,91.1,29.0,3.0,6.0,59.0,2.0,7.0,24.0,11.0,7.713784616598755
מגדל העמק,145,4,5,1,2015,84.5,90.9,29.0,4.0,6.0,56.0,4.0,11.0,24.0,11.0,7.703007682479236
מגדל העמק,145,4,5,1,2016,85.2,90.4,30.0,4.0,6.0,51.0,5.0,7.0,24.0,10.0,7.769378609513984
מגדל העמק,145,4,5,1,2017,85.2,89.9,32.0,4.0,7.0,53.0,1.0,9.0,24.0,10.0,7.791935956938058
מגדל העמק,145,4,5,1,2018,85.2,89.6,31.0,4.0,7.0,56.0,2.0,10.0,24.0,8.0,7.938802248154481
מגדל העמק,145,4,5,1,2019,85.2,89.2,32.0,5.0,7.0,62.0,4.0,11.0,24.0,8.0,7.984121958702927
מגדל העמק,145,4,5,1,2020,85.2,89.1,32.0,5.0,7.0,61.0,6.0,10.0,25.0,8.0,7.8636512654486515
מגידו,146,6,5,1,2014,67.3,95.9,36.0,1.0,6.0,79.0,3.0,7.0,29.0,10.0,7.914252278742441
מגידו,146,7,5,1,2015,67.3,95.6,36.0,1.0,6.0,89.0,8.0,9.0,28.0,10.0,7.731930721948486
מגידו,146,7,4,1,2016,,95.5,39.0,1.0,5.0,86.0,15.0,18.0,28.0,11.0,7.898039690764619
מגידו,146,7,4,1,2017,,95.3,41.0,1.0,5.0,91.0,6.0,19.0,29.0,11.0,7.860185057472165
מגידו,146,7,4,1,2018,,95.5,42.0,1.0,6.0,84.0,4.0,19.0,28.0,11.0,7.8168199657645525
מגידו,146,7,4,1,2019,,94.8,45.0,0.0,7.0,88.0,12.0,21.0,29.0,11.0,8.044947049617722
מגידו,146,7,4,1,2020,,95.1,48.0,1.0,7.0,82.0,12.0,21.0,28.0,11.0,7.792761720816526
מגילות ים המלח,147,5,4,1,2014,86.7,97.8,15.0,1.0,1.0,0.0,0.0,0.0,27.0,6.0,8.505929999137527
מגילות ים המלח,147,7,4,1,2015,86.7,97.6,15.0,1.0,1.0,16.0,0.0,0.0,28.0,6.0,8.93247660846174
מגילות ים המלח,147,7,3,1,2016,,97.9,17.0,1.0,0.0,31.0,0.0,0.0,25.0,6.0,8.800113946766308
מגילות ים המלח,147,7,3,1,2017,,98.0,16.0,1.0,2.0,60.0,0.0,0.0,28.0,7.0,9.050288983827956
מגילות ים המלח,147,7,3,1,2018,,97.8,20.0,1.0,11.0,20.0,0.0,0.0,27.0,8.0,9.1235835080499
מגילות ים המלח,147,7,3,1,2019,,98.1,21.0,0.0,11.0,29.0,0.0,0.0,28.0,7.0,8.91784674252718
מגילות ים המלח,147,7,3,1,2020,,98.2,28.0,0.0,12.0,21.0,0.0,0.0,26.0,8.0,8.843326450242271
מודיעין-מכבים-רעות*,148,8,7,1,2014,24.6,98.0,38.0,3.0,5.0,88.0,15.0,16.0,31.0,11.0,7.582738488914411
מודיעין-מכבים-רעות*,148,8,7,1,2015,24.6,98.0,40.0,3.0,6.0,93.0,19.0,19.0,31.0,11.0,7.613324979540639
מודיעין-מכבים-רעות*,148,8,7,1,2016,24.8,98.0,42.0,3.0,6.0,93.0,21.0,23.0,31.0,11.0,7.588829878307813
מודיעין-מכבים-רעות*,148,8,7,1,2017,24.8,98.0,44.0,3.0,7.0,93.0,19.0,24.0,30.0,11.0,7.791109510610028
מודיעין-מכבים-רעות*,148,8,7,1,2018,24.8,97.9,47.0,3.0,7.0,93.0,19.0,28.0,29.0,11.0,7.919356190660617
מודיעין-מכבים-רעות*,148,9,7,1,2019,24.8,97.9,50.0,3.0,8.0,95.0,22.0,27.0,29.0,11.0,7.89655270164304
מודיעין-מכבים-רעות*,148,9,7,1,2020,24.8,97.8,52.0,3.0,9.0,96.0,26.0,30.0,28.0,10.0,7.865955413933502
מודיעין עילית,149,1,6,1,2014,26.8,100.0,1.0,1.0,3.0,0.0,0.0,0.0,27.0,67.0,6.175867270105761
מודיעין עילית,149,1,6,1,2015,26.8,100.0,1.0,1.0,4.0,0.0,0.0,0.0,27.0,52.0,6.0063531596017325
מודיעין עילית,149,1,6,1,2016,27.3,100.0,2.0,1.0,3.0,1.0,0.0,0.0,28.0,50.0,5.932245187448011
מודיעין עילית,149,1,6,1,2017,27.3,100.0,2.0,1.0,3.0,2.0,0.0,0.0,29.0,50.0,6.049733455231958
מודיעין עילית,149,1,6,1,2018,27.3,100.0,3.0,0.0,3.0,5.0,0.0,0.0,28.0,43.0,6.428105272684596
מודיעין עילית,149,1,6,1,2019,27.3,100.0,3.0,0.0,4.0,4.0,0.0,0.0,28.0,44.0,6.285998094508865
מודיעין עילית,149,1,6,1,2020,27.3,100.0,4.0,1.0,4.0,3.0,0.0,0.0,28.0,37.0,6.222576268071369
מזכרת בתיה,150,8,7,1,2014,18.2,98.8,47.0,1.0,2.0,91.0,8.0,21.0,29.0,13.0,7.682021510826875
מזכרת בתיה,150,8,7,1,2015,18.2,98.7,47.0,1.0,2.0,91.0,13.0,21.0,31.0,13.0,7.528869256642251
מזכרת בתיה,150,8,6,1,2016,19.7,98.7,47.0,1.0,2.0,89.0,7.0,21.0,30.0,13.0,7.5443321080536885
מזכרת בתיה,150,8,6,1,2017,19.7,98.6,49.0,1.0,3.0,91.0,14.0,24.0,29.0,12.0,7.398174092970465
מזכרת בתיה,150,8,6,1,2018,19.7,98.6,49.0,1.0,4.0,86.0,10.0,19.0,29.0,12.0,7.661527081358517
מזכרת בתיה,150,9,6,1,2019,19.7,98.4,50.0,0.0,5.0,88.0,10.0,31.0,28.0,13.0,7.62608275807238
מזכרת בתיה,150,9,6,1,2020,19.7,98.6,53.0,1.0,4.0,90.0,13.0,25.0,28.0,12.0,7.634820677745543
מזרעה,151,2,4,0,2014,107.3,0.0,14.0,0.0,4.0,,,,27.0,11.0,8.109224953089955
מזרעה,151,4,4,0,2015,107.3,0.0,10.0,0.0,4.0,,,,26.0,12.0,7.937731775260109
מזרעה,151,4,4,0,2016,103.2,0.0,16.0,0.0,10.0,,,,28.0,10.0,7.747164966520335
מזרעה,151,4,4,0,2017,103.2,0.0,15.0,0.0,3.0,,,,26.0,9.0,7.749753406274437
מזרעה,151,4,4,0,2018,103.2,0.0,20.0,0.0,3.0,,,,26.0,10.0,7.879291485082271
מזרעה,151,4,4,0,2019,103.2,0.0,31.0,0.0,3.0,,,,26.0,9.0,8.07558263667172
מזרעה,151,4,4,0,2020,103.2,0.0,32.0,0.0,6.0,,,,24.0,9.0,7.546974117516527
מטה אשר,152,6,4,1,2014,107.4,81.3,36.0,1.0,6.0,80.0,6.0,13.0,27.0,9.0,7.975564658495202
מטה אשר,152,6,4,1,2015,107.4,81.3,38.0,1.0,6.0,80.0,7.0,17.0,28.0,9.0,7.983440063006542
מטה אשר,152,6,3,1,2016,,82.0,39.0,1.0,6.0,84.0,8.0,16.0,28.0,9.0,7.905441649060286
מטה אשר,152,7,3,1,2017,,82.0,40.0,1.0,7.0,83.0,8.0,16.0,28.0,9.0,7.91644286012226
מטה אשר,152,7,3,1,2018,,82.0,39.0,1.0,8.0,78.0,6.0,17.0,27.0,9.0,8.105911197986508
מטה אשר,152,7,3,1,2019,,82.0,40.0,1.0,7.0,79.0,5.0,20.0,28.0,9.0,7.995306620290822
מטה אשר,152,7,3,1,2020,,97.3,43.0,1.0,7.0,83.0,7.0,17.0,27.0,9.0,7.737616282857904
מטה בנימין,153,5,6,1,2014,57.6,99.2,31.0,3.0,10.0,86.0,12.0,12.0,26.0,10.0,6.9874902470009905
מטה בנימין,153,4,6,1,2015,57.6,99.2,33.0,3.0,11.0,82.0,9.0,10.0,26.0,10.0,6.70073110954781
מטה בנימין,153,4,5,1,2016,,99.2,33.0,3.0,11.0,83.0,10.0,9.0,26.0,10.0,7.400009517162692
מטה בנימין,153,5,5,1,2017,,99.2,36.0,2.0,10.0,88.0,11.0,16.0,25.0,10.0,7.409741954080923
מטה בנימין,153,5,5,1,2018,,99.2,36.0,2.0,11.0,91.0,10.0,18.0,25.0,10.0,7.010311867307229
מטה בנימין,153,5,5,1,2019,,99.2,38.0,2.0,10.0,94.0,12.0,16.0,25.0,10.0,7.6511201757027
מטה בנימין,153,5,5,1,2020,,99.3,40.0,2.0,10.0,92.0,19.0,24.0,25.0,10.0,7.217443431696533
מטה יהודה,154,6,6,1,2014,37.5,89.6,32.0,2.0,5.0,64.0,4.0,7.0,28.0,10.0,8.648221453822641
מטה יהודה,154,7,6,1,2015,37.5,89.4,32.0,2.0,6.0,73.0,4.0,10.0,28.0,9.0,8.623353387244627
מטה יהודה,154,7,5,1,2016,,89.3,35.0,1.0,5.0,74.0,3.0,8.0,28.0,9.0,8.681350777582521
מטה יהודה,154,7,5,1,2017,,89.1,37.0,1.0,6.0,72.0,5.0,13.0,28.0,10.0,8.719317375506371
מטה יהודה,154,7,5,1,2018,,88.8,40.0,1.0,6.0,78.0,4.0,12.0,27.0,10.0,8.646289764750648
